<hes>	a:6
leung5chin1man1	l 9: N5 ts i: n1 m 6 n1
leung5gau6baat3	l 9: N5 g 6w6 b a: t3
leung5gau6seui2	l 9: N5 g 6w6 s 9y2
leung5wui4si6	l 9: N5 w u:j4 s i:6
leung5gwai3	l 9: N5 gw 6j3
leung5seui3	l 9: N5 s 9y3
leung5keung4jang1ba3	l 9: N5 k 9: N4 dz 6 N1 b a:3
leung5sau2	l 9: N5 s 6w2
leung5gau6	l 9: N5 g 6w6
leung5maan5yat1yat6	l 9: N5 m a: n5 j 6 t1 j 6 t6
leung5gik6fan1fa3	l 9: N5 g i: k6 f 6 n1 f a:3
leung5mou5leui5	l 9: N5 m ow5 l 9y5
leung5dim2leng4jung1	l 9: N5 d i: m2 l E: N4 dz u: N1
leung5pin3	l 9: N5 p i: n3
leung5baak3	l 9: N5 b a: k3
leung5baak3baat3	l 9: N5 b a: k3 b a: t3
leung5baak3gei2	l 9: N5 b a: k3 g ej2
leung5che1	l 9: N5 ts E:1
leung5bin1	l 9: N5 b i: n1
yim4	j i: m4
yim4ding1	j i: m4 d i: N1
yim4m4yim4	j i: m4 m4 j i: m4
yim4gaak3	j i: m4 g a: k3
yim4ging1lei5	j i: m4 g i: N1 l ej5
yim4suk1	j i: m4 s u: k1
yim4jung6	j i: m4 dz u: N6
bing6	b i: N6
song3	s O: N3
go3	g O:3
go3ga3	g O:3 g a:3
go3yat1	g O:3 j 6 t1
go3go3hok6	g O:3 g O:3 h O: k6
go3yan4ji6din2	g O:3 j 6 n4 dz i:6 d i: n2
go3yan4yit6dim2	g O:3 j 6 n4 j i: t6 d i: m2
go3yan4lang4lik6	g O:3 j 6 n4 l 6 N4 l i: k6
go3bit6	g O:3 b i: t6
go3leui5jing2me1	g O:3 l 9y5 dz i: N2 m E:1
go3dai2	g O:3 d 6j2
go3sing3	g O:3 s i: N3
go3yeung2	g O:3 j 9: N2
go3laam4kau4	g O:3 l a: m4 k 6w4
go3leng4	g O:3 l E: N4
jung1	dz u: N1
jung1yat1	dz u: N1 j 6 t1
jung1seung6	dz u: N1 s 9: N6
jung1seung6sang1	dz u: N1 s 9: N6 s 6 N1
jung1ha6	dz u: N1 h a:6
jung1jyun1	dz u: N1 dz y: n1
jung1jung1ting2ting2	dz u: N1 dz u: N1 t i: N2 t i: N2
jung1yi6lou6hau2	dz u: N1 j i:6 l ow6 h 6w2
jung1gaai3	dz u: N1 g a:j3
jung1jai2	dz u: N1 dz 6j2
jung1seun3	dz u: N1 s 9: n3
jung3dou3duk6	dz u: N3 d ow3 d u: k6
jung1yi1	dz u: N1 j i:1
jung1yi1yun4	dz u: N1 j i:1 j y: n4
jung1m5	dz u: N1 m5
jung1m5gaau3	dz u: N1 m5 g a:w3
jung1ng5chaan1	dz u: N1 N5 ts a: n1
jung1m5faan6	dz u: N1 m5 f a: n6
jung1wa4	dz u: N1 w a:4
jung1laam4jau2dim3	dz u: N1 l a: m4 dz 6w2 d i: m3
jung1wai6	dz u: N1 w 6j6
jung1wo4	dz u: N1 w O:4
jung1m4jung1yi3	dz u: N1 m4 dz u: N1 j i:3
jung1wai4	dz u: N1 w 6j4
jung1gok3	dz u: N1 g O: k3
jung1gok3yan4	dz u: N1 g O: k3 j 6 n4
jung1gok3yan4sau6	dz u: N1 g O: k3 j 6 n4 s 6w6
jung1gok3deui3	dz u: N1 g O: k3 d 9y3
jung1gok3ping4on1	dz u: N1 g O: k3 p i: N4 O: n1
jung1gok3ping4on1bou2him2	dz u: N1 g O: k3 p i: N4 O: n1 b ow2 h i: m2
jung1gok3yi4dung6	dz u: N1 g O: k3 j i:4 d u: N6
jung1gok3an4hong4	dz u: N1 g O: k3 6 n4 h O: N4
jung1gok3gun2	dz u: N1 g O: k3 g u: n2
jung1cheung4	dz u: N1 ts 9: N4
jung1tong4	dz u: N1 t O: N4
jung1oi6	dz u: N1 O:j6
jung1daai6	dz u: N1 d a:j6
jung1daai6ma5tau4	dz u: N1 d a:j6 m a:5 t 6w4
jung1yeung1	dz u: N1 j 9: N1
jung1yeung1yat1toi4	dz u: N1 j 9: N1 j 6 t1 t O:j4
jung3jeung5	dz u: N3 dz 9: N5
jung1hok6	dz u: N1 h O: k6
jung1saan1	dz u: N1 s a: n1
jung1saan1yat1lou6	dz u: N1 s a: n1 j 6 t1 l ow6
jung1saan1chat1	dz u: N1 s a: n1 ts 6 t1
jung1saan1chat1lou6	dz u: N1 s a: n1 ts 6 t1 l ow6
jung1saan1m5	dz u: N1 s a: n1 m5
jung1saan1m5lou6	dz u: N1 s a: n1 m5 l ow6
jung1saan1yan4	dz u: N1 s a: n1 j 6 n4
jung1saan1baat3	dz u: N1 s a: n1 b a: t3
jung1saan1baat3lou6	dz u: N1 s a: n1 b a: t3 l ow6
jung1saan1gung1yun2	dz u: N1 s a: n1 g u: N1 j y: n2
jung1saan1luk6	dz u: N1 s a: n1 l u: k6
jung1saan1luk6lou6	dz u: N1 s a: n1 l u: k6 l ow6
jung1saan1ka1	dz u: N1 s a: n1 k a:1
jung1saan1daai6hok6jaam6	dz u: N1 s a: n1 d a:j6 h O: k6 dz a: m6
jung1saan1si5	dz u: N1 s a: n1 s i:5
jung1saan1jong1	dz u: N1 s a: n1 dz O: N1
jung1saan1jim1yun2	dz u: N1 s a: n1 dz i: m1 j y: n2
jung1saan1lou6	dz u: N1 s a: n1 l ow6
jung3jo2duk6	dz u: N3 dz O:2 d u: k6
jung1ba1	dz u: N1 b a:1
jung1lin4	dz u: N1 l i: n4
jung1dai2	dz u: N1 d 6j2
jung1sam1	dz u: N1 s 6 m1
jung1sam1si5cheung4	dz u: N1 s 6 m1 s i:5 ts 9: N4
jung1yut6lau2	dz u: N1 j y: t6 l 6w2
jung1tau4jing3gyun3	dz u: N1 t 6w4 dz i: N3 g y: n3
jung1man4	dz u: N1 m 6 n4
jung1leui5tyun4	dz u: N1 l 9y5 t y: n4
jung1cheun4	dz u: N1 ts 9: n4
jung1ji3	dz u: N1 dz i:3
jung1chyun1lou6	dz u: N1 ts y: n1 l ow6
jung3duk6	dz u: N3 d u: k6
jung1hei3	dz u: N1 h ej3
jung1hei3sap6juk1	dz u: N1 h ej3 s 6 p6 dz u: k1
jung1hoi2jeung1dou1	dz u: N1 h O:j2 dz 9: N1 d ow1
jung1gong2	dz u: N1 g O: N2
jung1waan4	dz u: N1 w a: n4
jung1waan4sin3	dz u: N1 w a: n4 s i: n3
jung1baan1	dz u: N1 b a: n1
jung1sek6fa3	dz u: N1 s E: k6 f a:3
jung1sek6fa3daai6ha6	dz u: N1 s E: k6 f a:3 d a:j6 h a:6
jung1sek6yau4	dz u: N1 s E: k6 j 6w4
jung1chau1	dz u: N1 ts 6w1
jung1lou5lin4yan4	dz u: N1 l ow5 l i: n4 j 6 n4
jung1haau2	dz u: N1 h a:w2
jung1yeuk6	dz u: N1 j 9: k6
jung1hong2	dz u: N1 h O: N2
jung1ji1	dz u: N1 dz i:1
jung1chiu1	dz u: N1 ts iw1
jung1jyun2	dz u: N1 dz y: n2
jung1tou4	dz u: N1 t ow4
jung1tou4jaam6	dz u: N1 t ow4 dz a: m6
jung1bou6	dz u: N1 b ow6
jung1jau2	dz u: N1 dz 6w2
jung1gam1wong4gam1	dz u: N1 g 6 m1 w O: N4 g 6 m1
jung1pou3	dz u: N1 p ow3
jung1fung1	dz u: N1 f u: N1
jung1gaan1	dz u: N1 g a: n1
jung1gaan1yan4	dz u: N1 g a: n1 j 6 n4
jung1gaan1wai2	dz u: N1 g a: n1 w 6j2
jung1deui6	dz u: N1 d 9y6
jung1jaap6	dz u: N1 dz a: p6
jung1chaan1	dz u: N1 ts a: n1
fung1hau5	f u: N1 h 6w5
fung1fu3	f u: N1 f u:3
fung1mun5	f u: N1 m u: n5
fung1tin4	f u: N1 t i: n4
chyun3	ts y: n3
chyun3jai2	ts y: n3 dz 6j2
chyun3haak3	ts y: n3 h a: k3
chyun3sat1	ts y: n3 s 6 t1
chyun3chang4	ts y: n3 ts 6 N4
lam4	l 6 m4
lam4cheung4	l 6 m4 ts 9: N4
lam4jeun6pou5fat6geuk3	l 6 m4 dz 9: n6 p ow5 f 6 t6 g 9: k3
lam4mei5	l 6 m4 m ej5
lam4chong4	l 6 m4 ts O: N4
lam4gap1lam4mong4	l 6 m4 g 6 p1 l 6 m4 m O: N4
lam4si4	l 6 m4 s i:4
lam4si4lam4gap1	l 6 m4 s i:4 l 6 m4 g 6 p1
lam4si4gung1	l 6 m4 s i:4 g u: N1
lam4kei4ban2	l 6 m4 k ej4 b 6 n2
lam4baan1	l 6 m4 b a: n1
lam4jau2	l 6 m4 dz 6w2
lam4mun4	l 6 m4 m u: n4
yun2jai2	j y: n2 dz 6j2
daan1daan1	d a: n1 d a: n1
daan1ha4	d a: n1 h a:4
daan1ha4saan1	d a: n1 h a:4 s a: n1
wai4	w 6j4
wai4jyu2	w 6j4 dz y:2
wai4ji1	w 6j4 dz i:1
wai4yan4	w 6j4 j 6 n4
wai4ji2	w 6j4 dz i:2
jyu2	dz y:2
jyu2yan4	dz y:2 j 6 n4
jyu2yam6	dz y:2 j 6 m6
jyu2lik6	dz y:2 l i: k6
jyu2dung6	dz y:2 d u: N6
jyu2hou6	dz y:2 h ow6
jyu2cheung4	dz y:2 ts 9: N4
jyu2fu5	dz y:2 f u:5
jyu2jik6	dz y:2 dz i: k6
jyu2jeung1	dz y:2 dz 9: N1
jyu2yi3	dz y:2 j i:3
jyu2chi4	dz y:2 ts i:4
jyu2ji2	dz y:2 dz i:2
jyu2gei1	dz y:2 g ej1
jyu2baan2	dz y:2 b a: n2
jyu2baan2din6chi4	dz y:2 b a: n2 d i: n6 ts i:4
jyu2lau4	dz y:2 l 6w4
jyu2yin2	dz y:2 j i: n2
jyu2gun2	dz y:2 g u: n2
jyu2yiu3	dz y:2 j iw3
jyu2gun1	dz y:2 g u: n1
jyu2gok3	dz y:2 g O: k3
jyu2him2	dz y:2 h i: m2
jyu2tai4	dz y:2 t 6j4
lai6	l 6j6
lai6je2	l 6j6 dz E:2
lai6na4	l 6j6 n a:4
lai6seung4	l 6j6 s 9: N4
lai6chi4	l 6j6 ts i:4
lai6yat6hou4ting4	l 6j6 j 6 t6 h ow4 t i: N4
lai6ging2	l 6j6 g i: N2
lai6jing1	l 6j6 dz i: N1
lai6gong1	l 6j6 g O: N1
lai6chi4	l 6j6 ts i:4
lai6yung4	l 6j6 j y: N4
lai6dou1	l 6j6 d ow1
geui2	g 9y2
geui2lai6ji2	g 9y2 l 6j6 dz i:2
geui2baan6	g 9y2 b a: n6
geui2bou3	g 9y2 b ow3
geui2hang4	g 9y2 h 6 N4
geui2hei2	g 9y2 h ej2
gau2	g 6w2
gau2m4gau2	g 6w2 m4 g 6w2
mo1	m O:1
yi6mou6	j i:6 m ow6
yi6jyu1	j i:6 dz y:1
yi6wang4	j i:6 w 6 N4
yi6gung1	j i:6 g u: N1
ji1	dz i:1
ji1ha6	dz i:1 h a:6
ji1jung1	dz i:1 dz u: N1
ji1yu4	dz i:1 j y:4
ji1noi6	dz i:1 n O:j6
ji1chin4	dz i:1 ts i: n4
ji1hau6	dz i:1 h 6w6
ji1chyu2	dz i:1 ts y:2
ji1oi6	dz i:1 O:j6
ji1so2yi5	dz i:1 s O:2 j i:5
ji1leui6	dz i:1 l 9y6
ji1gaan1	dz i:1 g a: n1
wu1	w u:1
wu1ying4	w u:1 j i: N4
wu1jan3	w u:1 dz 6 n3
wu1gai1	w u:1 g 6j1
wu1gwai1	w u:1 gw 6j1
ja3ja3gan2	dz a:3 dz a:3 g 6 n2
ja3gan2	dz a:3 g 6 n2
ja3sing2	dz a:3 s i: N2
fu4	f u:4
lok6	l O: k6
lok6chung4	l O: k6 ts u: N4
lok6chung4ga1si1gwong2cheung4	l O: k6 ts u: N4 g a:1 s i:1 gw O: N2 ts 9: N4
lok6yun4	l O: k6 j y: n4
lok6saan1	l O: k6 s a: n1
lok6chaau4	l O: k6 ts a:w4
lok6yi3	l O: k6 j i:3
lok6kau3	l O: k6 k 6w3
lok6gun1	l O: k6 g u: n1
lok6cheui3	l O: k6 ts 9y3
bing1bam1	b i: N1 b 6 m1
bing1bam1bo1	b i: N1 b 6 m1 b O:1
bing1bam1kau4	b i: N1 b 6 m1 k 6w4
kiu4bou3si1	k iw4 b ow3 s i:1
gwaai1	gw a:j1
gwaai1ha2	gw a:j1 h a:2
gwaai1gwaai1	gw a:j1 gw a:j1
gwaai1m4gwaai1	gw a:j1 m4 gw a:j1
sing4	s i: N4
mat1	m 6 t1
mat1mat1	m 6 t1 m 6 t1
mat1mat1mat6mat6	m 6 t1 m 6 t1 m 6 t6 m 6 t6
mat1lei5	m 6 t1 l ej5
mat1ye5yan4	m 6 t1 j E:5 j 6 n4
mat1cha1	m 6 t1 ts a:1
mat1seui2	m 6 t1 s 9y2
mat1ye5	m 6 t1 j E:5
mat1ye5je1	m 6 t1 j E:5 dz E:1
mat1gwai2	m 6 t1 gw 6j2
mat1gwai2ye5	m 6 t1 gw 6j2 j E:5
gau2	g 6w2
gau2yat1nin4	g 6w2 j 6 t1 n i: n4
gau2gau2	g 6w2 g 6w2
gau2m5nin4	g 6w2 m5 n i: n4
gau2sin1	g 6w2 s i: n1
gau2fat6	g 6w2 f 6 t6
gau2sap6	g 6w2 s 6 p6
gau2a6saam1	g 6w2 a:6 s a: m1
gau2a6gau2	g 6w2 a:6 g 6w2
gau2a6m5	g 6w2 a:6 m5
gau2a6baat3	g 6w2 a:6 b a: t3
gau2a6gei2	g 6w2 a:6 g ej2
gau2a6sei3maan6	g 6w2 a:6 s ej3 m a: n6
gau2chin1	g 6w2 ts i: n1
gau2wa4lou6	g 6w2 w a:4 l ow6
gau2suk1	g 6w2 s u: k1
gau2hou2	g 6w2 h ow2
gau2gau6seui2	g 6w2 g 6w6 s 9y2
gau2wai4saan1	g 6w2 w 6j4 s a: n1
gau2daai6gwai2	g 6w2 d a:j6 gw 6j2
gau2sou2	g 6w2 s ow2
gau2jaai6kau1	g 6w2 dz a:j6 k 6w1
gau2yut6	g 6w2 j y: t6
gau2yut6yat1hou6	g 6w2 j y: t6 j 6 t1 h ow6
gau2yut6fan6	g 6w2 j y: t6 f 6 n6
gau2mou4gau2	g 6w2 m ow4 g 6w2
gau2gong1	g 6w2 g O: N1
gau2gong1fa1	g 6w2 g O: N1 f a:1
gau2jau1	g 6w2 dz 6w1
gau2baak3	g 6w2 b a: k3
gau2ling4	g 6w2 l i: N4
gau2leng4nin4	g 6w2 l E: N4 n i: n4
gau2lung4	g 6w2 l u: N4
hat1yi4	h 6 t1 j i:4
hat1chi1	h 6 t1 ts i:1
ya5	j a:5
ya5hai6	j a:5 h 6j6
ya5heui2	j a:5 h 9y2
jaap6	dz a: p6
jaap6si1	dz a: p6 s i:1
jaap6gwaan3	dz a: p6 gw a: n3
jaap6gwaan3sing3	dz a: p6 gw a: n3 s i: N3
heung1	h 9: N1
heung1ha6	h 9: N1 h a:6
heung1ha2yan4	h 9: N1 h a:2 j 6 n4
heung1ha2lou2	h 9: N1 h a:2 l ow2
heung1ha2wa2	h 9: N1 h a:2 w a:2
heung1leui5	h 9: N1 l 9y5
syu1	s y:1
syu1jung1ji6yau6wong4gam1nguk1	s y:1 dz u: N1 dz i:6 j 6w6 w O: N4 g 6 m1 N u: k1
syu1baau1	s y:1 b a:w1
syu1yau5	s y:1 j 6w5
syu1seng2	s y:1 s E: N2
syu1fong4	s y:1 f O: N4
syu1bun2	s y:1 b u: n2
syu1faat3baan1	s y:1 f a: t3 b a: n1
syu1jing3	s y:1 dz i: N3
syu1gun2	s y:1 g u: n2
maai5	m a:j5
maai5ga3	m a:j5 g a:3
maai5ha2	m a:j5 h a:2
maai5ha2ye5	m a:j5 h a:2 j E:5
maai5syu1je1	m a:j5 s y:1 dz E:1
maai5chan1ye5	m a:j5 ts 6 n1 j E:5
maai5yap6	m a:j5 j 6 p6
maai5dou3	m a:j5 d ow3
maai5dou2choi3	m a:j5 d ow2 ts O:j3
maai5daan1	m a:j5 d a: n1
maai5maai6	m a:j5 m a:j6
maai5m4maai5	m a:j5 m4 m a:j5
maai5m4maai5dak1	m a:j5 m4 m a:j5 d 6 k1
maai5m4maai5ye5	m a:j5 m4 m a:j5 j E:5
maai5m4dou3	m a:j5 m4 d ow3
maai5m4hei2	m a:j5 m4 h ej2
maai5di1sung3	m a:j5 d i:1 s u: N3
maai5lei4maai5heui3	m a:j5 l ej4 m a:j5 h 9y3
maai5cho5	m a:j5 ts O:5
maai5maai4	m a:j5 m a:j4
maai5tau4dang2	m a:j5 t 6w4 d 6 N2
maai5yun4ye5	m a:j5 j y: n4 j E:5
maai5yun4sung3	m a:j5 j y: n4 s u: N3
maai5ding6	m a:j5 d i: N6
maai5ding6ding6	m a:j5 d i: N6 d i: N6
maai5jo2yuk6	m a:j5 dz O:2 j y: k6
maai5jo2choi3	m a:j5 dz O:2 ts O:j3
maai5jo2faan2heui3	m a:j5 dz O:2 f a: n2 h 9y3
maai5jo2ye5	m a:j5 dz O:2 j E:5
maai5dou6	m a:j5 d ow6
maai5hoi1	m a:j5 h O:j1
maai5dak1dou3	m a:j5 d 6 k1 d ow3
maai5dak1hei2	m a:j5 d 6 k1 h ej2
maai5mun5	m a:j5 m u: n5
maai5dik1	m a:j5 d i: k1
maai5piu3	m a:j5 p iw3
maai5choi3	m a:j5 ts O:j3
maai5fo3	m a:j5 f O:3
maai5che1	m a:j5 ts E:1
maai5faan1	m a:j5 f a: n1
maai5faan1lai4	m a:j5 f a: n1 l 6j4
maai5jau2	m a:j5 dz 6w2
maai5ye5	m a:j5 j E:5
maai5haai4	m a:j5 h a:j4
maai5fei1	m a:j5 f ej1
maai5sung3	m a:j5 s u: N3
lyun6	l y: n6
lyun6chat1baat3jou1	l y: n6 ts 6 t1 b a: t3 dz ow1
lyun6ting4lyun6fong3	l y: n6 t i: N4 l y: n6 f O: N3
lyun6dong2	l y: n6 d O: N2
lyun6lai4	l y: n6 l 6j4
lyun6loi4	l y: n6 l O:j4
lyun6jou1jou1	l y: n6 dz ow1 dz ow1
lyun6gong2	l y: n6 g O: N2
yu5jyu1	j y:5 dz y:1
yu5sin3jyun1fo1	j y:5 s i: n3 dz y: n1 f O:1
yu5sin3aam4	j y:5 s i: n3 a: m4
yu5gap3	j y:5 g 6 p3
yu5gaap3bou1	j y:5 g a: p3 b ow1
la2	l a:2
la2ying4	l a:2 j i: N4
la2ying4hong1	l a:2 j i: N4 h O: N1
liu5	l iw5
liu5o1	l iw5 O:1
liu5jo2	l iw5 dz O:2
liu5gaai2	l iw5 g a:j2
liu5gaai2ha5	l iw5 g a:j2 h a:5
jang1	dz 6 N1
jang1gaau1	dz 6 N1 g a:w1
jang1jyu6	dz 6 N1 dz y:6
jang1dou3	dz 6 N1 d ow3
jang1cheui2	dz 6 N1 ts 9y2
jang1hek3	dz 6 N1 h E: k3
jang1di1	dz 6 N1 d i:1
jang1lai4jang1heui3	dz 6 N1 l 6j4 dz 6 N1 h 9y3
jang1tin1gung6dei6	dz 6 N1 t i: n1 g u: N6 d ej6
jaang1dak1yun5	dz a: N1 d 6 k1 j y: n5
jang1jaat3	dz 6 N1 dz a: t3
jang1hei3	dz 6 N1 h ej3
jang1faan1	dz 6 N1 f a: n1
jang1sik6	dz 6 N1 s i: k6
si6	s i:6
si6yip6	s i:6 j i: p6
si6yip6daan1wai2	s i:6 j i: p6 d a: n1 w 6j2
si6jyu2	s i:6 dz y:2
si6si6	s i:6 s i:6
si6gin2	s i:6 g i: n2
si6lai6	s i:6 l 6j6
si6sin1	s i:6 s i: n1
si6chin4	s i:6 ts i: n4
si6faat3dei6	s i:6 f a: t3 d ej6
si6hau6	s i:6 h 6w6
si6tau4	s i:6 t 6w4
si6sat6	s i:6 s 6 t6
si6sat6seung6	s i:6 s 6 t6 s 9: N6
si6ching4	s i:6 ts i: N4
si6gu3	s i:6 g u:3
si6jik1	s i:6 dz i: k1
yi6	j i:6
yi6ei1	j i:6 ej1
yi6di1	j i:6 d i:1
yi6ji1	j i:6 dz i:1
yi6saam1sap6maan6	j i:6 s a: m1 s 6 p6 m a: n6
yi6jung1	j i:6 dz u: N1
yi6jai2	j i:6 dz 6j2
yi6baat3	j i:6 b a: t3
yi6sap6	j i:6 s 6 p6
yi6a6yat1	j i:6 a:6 j 6 t1
yi6a6chat1hou2	j i:6 a:6 ts 6 t1 h ow2
yi6a6maan6	j i:6 a:6 m a: n6
yi6a6saam1	j i:6 a:6 s a: m1
yi6a6saam1hou2	j i:6 a:6 s a: m1 h ow2
yi6a6saam1ji1	j i:6 a:6 s a: m1 dz i:1
yi6a6gau2	j i:6 a:6 g 6w2
yi6a6yi6	j i:6 a:6 j i:6
yi6a6m5	j i:6 a:6 m5
yi6a6m5maan6	j i:6 a:6 m5 m a: n6
yi6a6m5hou2	j i:6 a:6 m5 h ow2
yi6a6baat3	j i:6 a:6 b a: t3
yi6a6baat3hou2	j i:6 a:6 b a: t3 h ow2
yi6a6luk6	j i:6 a:6 l u: k6
yi6a6luk6hou2	j i:6 a:6 l u: k6 h ow2
yi6a6gei2	j i:6 a:6 g ej2
yi6a6gei2hou6	j i:6 a:6 g ej2 h ow6
yi6a6hou2	j i:6 a:6 h ow2
yi6a6sei3	j i:6 a:6 s ej3
yi6a6sei3hou2	j i:6 a:6 s ej3 h ow2
yi6a6yat6	j i:6 a:6 j 6 t6
yi6chin1	j i:6 ts i: n1
yi6chin1nin2	j i:6 ts i: n1 n i: n2
yi6hou2	j i:6 h ow2
yi6hou2sin3	j i:6 h ow2 s i: n3
yi6hou2mun4	j i:6 h ow2 m u: n4
yi6go1	j i:6 g O:1
yi6jeung2	j i:6 dz 9: N2
yi6laai5	j i:6 l a:j5
yi6jyu1	j i:6 dz y:1
yi6je2	j i:6 dz E:2
yi6sam2	j i:6 s 6 m2
yi6nin4kap1	j i:6 n i: n4 k 6 p1
yi6sau2	j i:6 s 6w2
yi6sau2gei1	j i:6 s 6w2 g ej1
yi6sau2lau2	j i:6 s 6w2 l 6w2
yi6sau2yin1	j i:6 s 6w2 j i: n1
yi6sau2che1	j i:6 s 6w2 ts E:1
yi6yut6	j i:6 j y: t6
yi6yut6fan6	j i:6 j y: t6 f 6 n6
yi6yut6cho1	j i:6 j y: t6 ts O:1
yi6lau5	j i:6 l 6w5
yi6sa1dou2	j i:6 s a:1 d ow2
yi6sa1dou2fan1yun4	j i:6 s a:1 d ow2 f 6 n1 j y: n4
yi6waan4	j i:6 w a: n4
yi6baan1	j i:6 b a: n1
yi6baak3	j i:6 b a: k3
yi6dang2	j i:6 d 6 N2
yi6dang2jeung2	j i:6 d 6 N2 dz 9: N2
yi6kap1	j i:6 k 6 p1
yi6sin3	j i:6 s i: n3
yi6man1jai2	j i:6 m 6 n1 dz 6j2
yi6wa2bat1syut3	j i:6 w a:2 b 6 t1 s y: t3
yi6leng4yat1saam1lin4	j i:6 l E: N4 j 6 t1 s a: m1 l i: n4
yi6leng4yat1yi6	j i:6 l E: N4 j 6 t1 j i:6
yi6ling4ling4yat1nin4	j i:6 l i: N4 l i: N4 j 6 t1 n i: n4
yi6leng4leng4yi6nin4	j i:6 l E: N4 l E: N4 j i:6 n i: n4
yi6leng4leng4baat3nin4	j i:6 l E: N4 l E: N4 b a: t3 n i: n4
yi6faan6	j i:6 f a: n6
yu1	j y:1
yu1si6	j y:1 s i:6
kwai1	kw 6j1
kwai1sing4	kw 6j1 s i: N4
wan4	w 6 n4
wan4dung1hoi2	w 6 n4 d u: N1 h O:j2
wan4gong1	w 6 n4 g O: N1
wan4laam4	w 6 n4 l a: m4
wan4laam4toi4	w 6 n4 l a: m4 t O:j4
wan4laam4tung1	w 6 n4 l a: m4 t u: N1
wan4tan1	w 6 n4 t 6 n1
wan4tan1min2	w 6 n4 t 6 n1 m i: n2
wan4gong1	w 6 n4 g O: N1
wan4mok6chyun1	w 6 n4 m O: k6 ts y: n1
wan4loi4	w 6 n4 l O:j4
wan4loi4leui5	w 6 n4 l O:j4 l 9y5
wan4fau4	w 6 n4 f 6w4
wan4gong2	w 6 n4 g O: N2
wan4yi5	w 6 n4 j i:5
wan4deng2	w 6 n4 d E: N2
wu6seung1	w u:6 s 9: N1
wu6lyun4mong5	w u:6 l y: n4 m O: N5
m5	m5
m5di1	m5 d i:1
m5yat1	m5 j 6 t1
m5maan6	m5 m a: n6
m5saam1lin4	m5 s a: m1 l i: n4
m5sap6	m5 s 6 p6
m5a6yat1	m5 a:6 j 6 t1
m5a6chat1	m5 a:6 ts 6 t1
m5sap6maan6	m5 s 6 p6 m a: n6
m5a6gau2	m5 a:6 g 6w2
m5a6yi6	m5 a:6 j i:6
m5a6m5	m5 a:6 m5
m5a6fan6	m5 a:6 f 6 n6
m5a6baat3	m5 a:6 b a: t3
m5a6luk6	m5 a:6 l u: k6
m5sap6gei2	m5 s 6 p6 g ej2
m5a6sei3	m5 a:6 s ej3
m5chin1	m5 ts i: n1
m5chin1sei3	m5 ts i: n1 s ej3
m5toi4saan1	m5 t O:j4 s a: n1
m5yip6san4	m5 j i: p6 s 6 n4
m5hou6	m5 h ow6
m5go1	m5 g O:1
m5gau6seui2	m5 g 6w6 s 9y2
m5yi1	m5 j i:1
m5gun1	m5 g u: n1
m5lin4kap1	m5 l i: n4 k 6 p1
m5ya6yi6	m5 j a:6 j i:6
m5ya6baat3	m5 j a:6 b a: t3
m5sing4	m5 s i: N4
m5jit3	m5 dz i: t3
m5ji2	m5 dz i:2
m5yat6	m5 j 6 t6
m5yat6la1	m5 j 6 t6 l a:1
m5sing1kap1	m5 s i: N1 k 6 p1
m5yut6	m5 j y: t6
m5yut6fan6	m5 j y: t6 f 6 n6
m5yut6fa1	m5 j y: t6 f a:1
m5yut6fa1gong2cheung4	m5 j y: t6 f a:1 g O: N2 ts 9: N4
m5bui1o4	m5 b u:j1 O:4
m5hou4ji2	m5 h ow4 dz i:2
m5baak3	m5 b a: k3
m5baak3maan6	m5 b a: k3 m a: n6
m5leung4yit6	m5 l 9: N4 j i: t6
m5yeung4	m5 j 9: N4
m5yeung4sing4	m5 j 9: N4 s i: N4
m5yeung4gong2cheung4	m5 j 9: N4 g O: N2 ts 9: N4
m5yeung4san1sing4	m5 j 9: N4 s 6 n1 s i: N4
m5yeung4diu1jeung6	m5 j 9: N4 d iw1 dz 9: N6
m5gok3ying4	m5 g O: k3 j i: N4
m5gok3sing1	m5 g O: k3 s i: N1
m5jeung6gong2cheung4	m5 dz 9: N6 g O: N2 ts 9: N4
m5gam1	m5 g 6 m1
m5gam1dim3	m5 g 6 m1 d i: m3
m5yam1bat1chyun4	m5 j 6 m1 b 6 t1 ts y: n4
jeng2	dz E: N2
a3gin6hong1	a:3 g i: n6 h O: N1
a3taai3	a:3 t a:j3
a3jau1	a:3 dz 6w1
a3si6	a:3 s i:6
se1siu2	s E:1 s iw2
se1siu2	s E:1 s iw2
gong1	g O: N1
gaau1	g a:w1
gaau1doi6	g a:w1 d O:j6
gaau1gwaan1	g a:w1 gw a: n1
gaau1dou3	g a:w1 d ow3
gaau1heui3	g a:w1 h 9y3
gaau1cha1	g a:w1 ts a:1
gaau1heung2kuk1	g a:w1 h 9: N2 k u: k1
gaau1maai4	g a:w1 m a:j4
gaau1wai2	g a:w1 w 6j2
gaau1jo2	g a:w1 dz O:2
gaau1jo2chin2	g a:w1 dz O:2 ts i: n2
gaau1doi6	g a:w1 d O:j6
gaau1ching4	g a:w1 ts i: N4
gaau1wun6	g a:w1 w u: n6
gaau1jip3	g a:w1 dz i: p3
gaau1yik6	g a:w1 j i: k6
gaau1yik6wui2	g a:w1 j i: k6 w u:j2
gaau1haau6	g a:w1 h a:w6
