<hes>	a:6
chi5m4chi5	ts i:5 m4 ts i:5
chi5yeung2	ts i:5 j 9:2 N
daan6	d a:6 n
daan6si6	d a:6 n s i:6
daan6kau4	d a:6 n k 6w4
dan6hai6	d 66 n h 6j6
bou3jan6	b ow3 dz 66 n
wai2	w 6j2
wai2sok3	w 6j2 s O:3 k
wai6ji3	w 6j6 dz i:3
dai1	d 6j1
dai1ha6	d 6j1 h a:6
dai1yu1	d 6j1 j y:1
dai1wai2	d 6j1 w 6j2
dai1dou3	d 6j1 d ow3
dai1sing1	d 6j1 s i:1 N
dai1jo2	d 6j1 dz O:2
dai1dou6	d 6j1 d ow6
dai1dong2	d 6j1 d O:2 N
dai1siu1	d 6j1 s iw1
dai1siu1	d 6j1 s iw1
dai1tong2	d 6j1 t O:2 N
dai1mai4	d 6j1 m 6j4
dai1yam1	d 6j1 j 61 m
jyu6	dz y:6
jyu6yat1jyu6	dz y:6 j 61 t dz y:6
jyu6ha5	dz y:6 h a:5
jyu6go3	dz y:6 g O:3
jyu6yan4	dz y:6 j 64 n
jyu6dou3	dz y:6 d ow3
jyu6m4gwaan3	dz y:6 m4 gw a:3 n
jyu6maai4	dz y:6 m a:j4
jyu6chyu3	dz y:6 ts y:3
jyu6jaak6	dz y:6 dz a:6 k
jyu6jaak6keui1	dz y:6 dz a:6 k k 9y1
jyu6suk1	dz y:6 s u:1 k
jyu6suk1fai3	dz y:6 s u:1 k f 6j3
jyu6dak1	dz y:6 d 61 k
jyu6dak1hei2	dz y:6 d 61 k h ej2
jyu6dak1yun5	dz y:6 d 61 k j y:5 n
jyu6fong2	dz y:6 f O:2 N
jyu6gan2	dz y:6 g 62 n
jyu6haau6	dz y:6 h a:w6
jyu6jou1	dz y:6 dz ow1
jyu6faan1maan5	dz y:6 f a:1 n m a:5 n
jyu6yun6	dz y:6 j y:6 n
jyu6yun6fuk6	dz y:6 j y:6 n f u:6 k
jyu6yun6bou6	dz y:6 j y:6 n b ow6
jo3daan1nou4	dz O:3 d a:1 n n ow4
jo3deun1	dz O:3 d 9:1 n
tai2	t 6j2
tai2wui6	t 6j2 w u:j6
tai2jyu6	t 6j2 dz y:6
tai2lik6	t 6j2 l i:6 k
tai2chou1	t 6j2 ts ow1
tai2haau6	t 6j2 h a:w6
tai2gim2	t 6j2 g i:2 m
tai2gim2biu2	t 6j2 g i:2 m b iw2
tai2yuk6	t 6j2 j y:6 k
tai2yuk6dung1	t 6j2 j y:6 k d u:1 N
tai2yuk6jung1sam1	t 6j2 j y:6 k dz u:1 N s 61 m
tai2yuk6wai2yun4	t 6j2 j y:6 k w 6j2 j y:4 n
tai2yuk6guk6	t 6j2 j y:6 k g u:6 k
tai2yuk6sai1	t 6j2 j y:6 k s 6j1
tai2yuk6sai1lou6	t 6j2 j y:6 k s 6j1 l ow6
tai2yuk6fo3	t 6j2 j y:6 k f O:3
tai2yuk6lou6	t 6j2 j y:6 k l ow6
tai2yuk6gun2	t 6j2 j y:6 k g u:2 n
tai2nang4	t 6j2 n 64 N
tai2leung6	t 6j2 l 9:6 N
tai2jat1	t 6j2 dz 61 t
tai2chung5	t 6j2 ts u:5 N
tai2yim6	t 6j2 j i:6 m
tai2yim6gun2	t 6j2 j i:6 m g u:2 n
jim3	dz i:3 m
ho4	h O:4
ho4bi2bi1	h O:4 b i:2 b i:1
ho4lai6	h O:4 l 6j6
ho4lok6	h O:4 l O:6 k
ho4yu5jan1	h O:4 j y:5 dz 61 n
ho4si6	h O:4 s i:6
ho4yan4hou4	h O:4 j 64 n h ow4
ho4gaai1	h O:4 g a:j1
ho4fong3	h O:4 f O:3 N
ho4cheuk3ling4	h O:4 ts 9:3 k l i:4 N
ho4tau4	h O:4 t 6w4
ho4siu2yin3	h O:4 s iw2 j i:3 n
ho4siu2king4	h O:4 s iw2 k i:4 N
ho4seung4	h O:4 s 9:4 N
ho4bit1	h O:4 b i:1 t
ho4man5chiu1	h O:4 m 65 n ts iw1
ho4loi4	h O:4 l O:j4
ho4git6	h O:4 g i:6 t
ho4ji2	h O:4 dz i:2
ho4saang1	h O:4 s a:1 N
ho4lou5baan2	h O:4 l ow5 b a:2 n
ho4ji3wa4	h O:4 dz i:3 w a:4
ho4fu2	h O:4 f u:2
ho4wing4cheun1	h O:4 w i:4 N ts 9:1 n
ho4dit6gaai1	h O:4 d i:6 t g a:j1
ho4yun5wai1	h O:4 j y:5 n w 6j1
se4si1maan6	s E:4 s i:1 m a:6 n
yu4	j y:4
yu4wing6yi4	j y:4 w i:6 N j i:4
yu4man4lok6	j y:4 m 64 n l O:6 k
yu4lou5si1	j y:4 l ow5 s i:1
fat6	f 66 t
fat6gong1	f 66 t g O:1 N
fat6daai6	f 66 t d a:j6
fat6saan1	f 66 t s a:1 n
fat6saan1keui1	f 66 t s a:1 n k 9y1
fat6saan1ban1gun2	f 66 t s a:1 n b 61 n g u:2 n
fat6saan1si5	f 66 t s a:1 n s i:5
fat6gaau3	f 66 t g a:w3
fat6gong1	f 66 t g O:1 N
fat6daan3	f 66 t d a:3 n
jok3	dz O:3 k
jok3yip6	dz O:3 k j i:6 p
jok3wai4	dz O:3 k w 6j4
jok3ban2	dz O:3 k b 62 n
jok3haak3	dz O:3 k h a:3 k
jok3fai3	dz O:3 k f 6j3
jok3jin3	dz O:3 k dz i:3 n
jok3man4	dz O:3 k m 64 n
jok3yung6	dz O:3 k j y:6 N
keui1ha2	k 9y1 h a:2
lei5	l ej5
lei5dei6	l ej5 d ej6
lei5hou2	l ej5 h ow2
lei5sei2o5wut6	l ej5 s ej2 O:5 w u:6 t
keui5	k 9y5
keui5dei6	k 9y5 d ej6
keui5dei6fong1	k 9y5 d ej6 f O:1 N
yung2gam1	j y:2 N g 61 m
pui3fuk6	p u:j3 f u:6 k
lou2	l ow2
gaai1	g a:j1
gaai1yan4	g a:j1 j 64 n
gaai1gaai1	g a:j1 g a:j1
gaai1ling4na4	g a:j1 l i:4 N n a:4
gaai1lin2	g a:j1 l i:2 n
tiu1	t iw1
sai2	s 6j2
si5	s i:5
sai2ha2	s 6j2 h a:2
si5dou3	s i:5 d ow3
sai2m4sai2	s 6j2 m4 s 6j2
sai2m4sai2sik6	s 6j2 m4 s 6j2 s i:6 k
si5m4saai3	s i:5 m4 s a:j3
sai2jo2	s 6j2 dz O:2
sai2yung6	s 6j2 j y:6 N
sai2fai3	s 6j2 f 6j3
sai2chin4	s 6j2 ts i:4 n
jat6	dz 66 t
jat6jai2	dz 66 t dz 6j2
jat6leui2	dz 66 t l 9y2
jat6ji2	dz 66 t dz i:2
chi2	ts i:2
lai6	l 6j6
lai6kwai1	l 6j6 kw 6j1
lai6wui2	l 6j6 w u:j2
lai6yu4	l 6j6 j y:4
lai6ji2	l 6j6 dz i:2
lai6paai2	l 6j6 p a:j2
gung1	g u:1 N
gung1lau4	g u:1 N l 6w4
gung1din6	g u:1 N d i:6 n
yi1	j i:1
yi1wan4	j i:1 w 64 n
yi1wan4si1	j i:1 w 64 n s i:1
yi1yi1bat1se3	j i:1 j i:1 b 61 t s E:3
yi1wa4	j i:1 w a:4
yi1wa1gwai2giu3	j i:1 w a:1 gw 6j2 g iw3
yi1ga1	j i:1 g a:1
yi1saan1bong6seui2	j i:1 s a:1 n b O:6 N s 9y2
yi1geui3	j i:1 g 9y3
yi1paai4	j i:1 p a:j4
yi1leun4	j i:1 l 9:4 n
yi1pou3	j i:1 p ow3
haap6haak3	h a:6 p h a:3 k
haap6haak3hang4	h a:6 p h a:3 k h 64 N
hiu1hang6	h iw1 h 66 N
jing1chaat3	dz i:1 N ts a:3 t
jak1lau5	dz 61 k l 6w5
jak1min2	dz 61 k m i:2 n
kiu4heung1	k iw4 h 9:1 N
lung4	l u:4 N
nung4jik1	n u:4 N dz i:1 k
hau6	h 6w6
hau6cheng1	h 6w6 ts E:1 N
cham1	ts 61 m
cham1yap6	ts 61 m j 66 p
ting5	t i:5 N
bin3	b i:3 n
pin4ga3	p i:4 n g a:3
bin6bin6	b i:6 n b i:6 n
pin4m4pin4	p i:4 n m4 p i:4 n
pin4m4dou2	p i:4 n m4 d ow2
pin4yi4	p i:4 n j i:4
bin6jong1	b i:6 n dz O:1 N
chuk1	ts u:1 k
chuk1jeun3	ts u:1 k dz 9:3 n
chuk1siu1	ts u:1 k s iw1
chuk1siu1yun4	ts u:1 k s iw1 j y:4 n
o4	O:4
o4go3	O:4 g O:3
o4lo4si1	O:4 l O:4 s i:1
o4yu5	O:4 j y:5
jeun3	dz 9:3 n
jeun3yi3	dz 9:3 n j i:3
jeun3sing4	dz 9:3 n s i:4 N
jeun3cheung1	dz 9:3 n ts 9:1 N
jeun3tin4wui5	dz 9:3 n t i:4 n w u:j5
jeun3fai1	dz 9:3 n f 6j1
chiu3	ts iw3
chiu3gaai1yan4	ts iw3 g a:j1 j 64 n
juk6ching1	dz u:6 k ts i:1 N
bou2	b ow2
bou2yau1	b ow2 j 6w1
bou2sau1	b ow2 s 6w1
bou2sau1kei4	b ow2 s 6w1 k ej4
bou2jik6	b ow2 dz i:6 k
bou2gin6ban2	b ow2 g i:6 n b 62 n
bou2yeung5	b ow2 j 9:5 N
bou2gwan1	b ow2 gw 61 n
bou2hau6gaam1duk1	b ow2 h 6w6 g a:1 m d u:1 k
bou2m4dou3	b ow2 m4 d ow3
bou2mou5	b ow2 m ow5
bou2ying1daan1	b ow2 j i:1 N d a:1 n
bou2chyun4	b ow2 ts y:4 n
bou2sau2	b ow2 s 6w2
bou2on1	b ow2 O: n1
bou2on1ting4	b ow2 O: n1 t i:4 N
bou2wu6	b ow2 w u:6
bou2chi4	b ow2 ts i:4
bou2jai3yun2	b ow2 dz 6j3 j y:2 n
bou2wan1	b ow2 w 61 n
bou2lau4	b ow2 l 6w4
bou2se5	b ow2 s E:5
bou2jing3	b ow2 dz i:3 N
bou2jing3gam1	b ow2 dz i:3 N g 61 m
bou2jat1kei4	b ow2 dz 61 t k ej4
bou2jung6	b ow2 dz u:6 N
bou2him2	b ow2 h i:2 m
bou2him2yip6	b ow2 h i:2 m j i:6 p
bou2him2daan1	b ow2 h i:2 m d a:1 n
bou2jeung3	b ow2 dz 9:3 N
bou2sin1ping4	b ow2 s i:1 n p i:4 N
bou2sin2ji2	b ow2 s i:2 n dz i:2
hap6yi6	h 66 p j i:6
seun3	s 9:3 n
seun3gin2	s 9:3 n g i:2 n
seun3yam6	s 9:3 n j 66 m
seun3suk1	s 9:3 n s u:1 k
seun3hou6	s 9:3 n h ow6
seun3wo4	s 9:3 n w O:4
seun3m4seun3	s 9:3 n m4 s 9:3 n
seun3fung1	s 9:3 n f u:1 N
seun3sam1	s 9:3 n s 61 m
seun3sik1	s 9:3 n s i:1 k
seun3gaau3	s 9:3 n g a:w3
seun3yung6	s 9:3 n j y:6 N
seun3yung6ka1	s 9:3 n j y:6 N k a:1
seun3seung1	s 9:3 n s 9:1 N
seun3taai3	s 9:3 n t a:j3
seun3tung1	s 9:3 n t u:1 N
gim6	g i:6 m
sau1	s 6w1
sau1wai4	s 6w1 w 6j4
sau1yeung5	s 6w1 j 9:5 N
sau1m4sau1	s 6w1 m4 s 6w1
sau1fuk6gou1	s 6w1 f u:6 k g ow1
sau1chap1	s 6w1 ts 61 p
sau1bin1	s 6w1 b i:1 n
sau1sik1	s 6w1 s i:1 k
keui1lok6bou6	k 9y1 l O:6 k b ow6
bei2	b ej2
pui5	p u:j5
pui5sou3	p u:j5 s ow3
dou3	d ow3
dou3bat1yu4	d ow3 b 61 t j y:4
dou3maai6	d ow3 m a:j6
dou3heui3	d ow3 h 9y3
dou3lo1	d ow3 l O:1
dou2sou3	d ow2 s ow3
dou3jong1	d ow3 dz O:1 N
dou3gai3si4	d ow3 g 6j3 s i:4
dou2mui4	d ow2 m u:j4
hau6	h 6w6
hau6yu5	h 6w6 j y:5
hau6saang1	h 6w6 s a:1 N
hau6saang1jai2	h 6w6 s a:1 N dz 6j2
yi2tin1tou4lung4gei3	j i:2 t i:1 n t ow4 l u:4 N g ej3
je3	dz E:3
je3syu1	dz E:3 s y:1
je3syu1jing3	dz E:3 s y:1 dz i:3 N
je3dou3	dz E:3 d ow3
je3jo6	dz E:3 dz O:6
je3hau2	dz E:3 h 6w2
je3m4je3chin2	dz E:3 m4 dz E:3 ts i:2 n
je3tau4je3yi5	dz E:3 t 6w4 dz E:3 j i:5
je3yung6	dz E:3 j y:6 N
je3bei2	dz E:3 b ej2
je3taai3	dz E:3 t a:j3
je3chin2	dz E:3 ts i:2 n
cheung3dou6	ts 9:3 N d ow6
jaai3	dz a:j3
jaai3gyun3	dz a:j3 g y:3 n
jaai3mou6	dz a:j3 m ow6
jik6	dz i:6 k
jik6dak1	dz i:6 k d 61 k
jik6baan1	dz i:6 k b a:1 n
jik6chin2	dz i:6 k ts i:2 n
king1	k i:1 N
king1yat1king1	k i:1 N j 61 t k i:1 N
king1ha2	k i:1 N h a:2
king1ha2gaai2	k i:1 N h a:2 g a:j2
king1ha5gai2	k i:1 N h a:5 g 6j2
king1sai3wong4fei1	k i:1 N s 6j3 w O:4 N f ej1
king1sai3wong4fei1	k i:1 N s 6j3 w O:4 N f ej1
king1leung5geui3	k i:1 N l 9:5 N g 9y3
king1king1	k i:1 N k i:1 N
king1king1ha5	k i:1 N k i:1 N h a:5
king1king1gai3	k i:1 N k i:1 N g 6j3
king1dou3	k i:1 N d ow3
king1dou3ha2gai2	k i:1 N d ow3 h a:2 g 6j2
king1dou3gai3	k i:1 N d ow3 g 6j3
king1m4king1	k i:1 N m4 k i:1 N
king1m4dou3	k i:1 N m4 d ow3
king1m4maai4	k i:1 N m4 m a:j4
king1m4yun4	k i:1 N m4 j y:4 n
king1maai4	k i:1 N m a:j4
king1yun4gai2	k i:1 N j y:4 n g 6j2
king1hoi1gai3	k i:1 N h O:j1 g 6j3
king1dak1	k i:1 N d 61 k
king1dak1dou3	k i:1 N d 61 k d ow3
king1dim6	k i:1 N d i:6 m
king1din6wa2	k i:1 N d i:6 n w a:2
king1pun4daai6yu5	k i:1 N p u:4 n d a:j6 j y:5
king1gong1daai6yu5	k i:1 N g O:1 N d a:j6 j y:5
king1gai2	k i:1 N g 6j2
king1go3gai3	k i:1 N g O:3 g 6j3
king1faan2	k i:1 N f a:2 n
king1siu1	k i:1 N s iw1
king1haan4gai3	k i:1 N h a:4 n g 6j3
ga3	g a:3
ga3ga3	g a:3 g a:3
ga2gung1jai3si1	g a:2 g u:1 N dz 6j3 s i:1
ga2yu4	g a:2 j y:4
ga3yat6	g a:3 j 66 t
ga3yat6tung1	g a:3 j 66 t t u:1 N
ga3kei4	g a:3 k ej4
ga3tiu4	g a:3 t iw4
ga2jong1	g a:2 dz O:1 N
ga3jing3	g a:3 dz i:3 N
ga3fo3	g a:3 f O:3
gai2	g 6j2
pin1	p i:1 n
pin1pik1	p i:1 n p i:1 k
pin1sam1	p i:1 n s 61 m
pin1fong1	p i:1 n f O:1 N
pin1gik1	p i:1 n g i:1 k
pin1lei4	p i:1 n l ej4
pin1mun4	p i:1 n m u:4 n
pin1sik6	p i:1 n s i:6 k
pin1gou1	p i:1 n g ow1
jo6	dz O:6
jou6yat1jou6	dz ow6 j 61 t dz ow6
jo6ha5	dz O:6 h a:5
jo6ha5wan6dung6	dz O:6 h a:5 w 66 n d u:6 N
jo6ha5ye5	dz O:6 h a:5 j E:5
jou6mat1gwai2	dz ow6 m 61 t gw 6j2
jou6si6	dz ow6 s i:6
jou6yan4	dz ow6 j 64 n
jo6ga3	dz O:6 g a:3
jou6jou6	dz ow6 dz ow6
jou6jou6ha2	dz ow6 dz ow6 h a:2
jou6cheut1	dz ow6 ts 9:1 t
jou6dou3	dz ow6 d ow3
jou6dou3ye5	dz ow6 d ow3 j E:5
jou6m4jou6	dz ow6 m4 dz ow6
jou6m4jou6dak1	dz ow6 m4 dz ow6 d 61 k
jou6m4jou6dak1sing4	dz ow6 m4 dz ow6 d 61 k s i:4 N
jou6m4dou3	dz ow6 m4 d ow3
jou6maai4	dz ow6 m a:j4
jou6yun4ye5	dz ow6 j y:4 n j E:5
jou6gung1	dz ow6 g u:1 N
jo6jong1	dz O:6 dz O:1 N
jo6hoi1ye5	dz O:6 h O:j1 j E:5
jou6dak1	dz ow6 d 61 k
jou6dak1dou3	dz ow6 d 61 k d ow3
jou6dak1dou3ye5	dz ow6 d 61 k d ow3 j E:5
jou6dak1do1	dz ow6 d 61 k d O:1
jou6dak1sing4	dz ow6 d 61 k s i:4 N
jou6sing4	dz ow6 s i:4 N
jou6sau2seut6	dz ow6 s 6w2 s 9:6 t
jou6faat3	dz ow6 f a:3 t
jou6saang1jou6sei2	dz ow6 s a:1 N dz ow6 s ej2
jou6go3ye5	dz ow6 g O:3 j E:5
jo6ye5	dz O:6 j E:5
jou6tai4	dz ow6 t 6j4
ting4	t i:4 N
ting4yat1ting4	t i:4 N j 61 t t i:4 N
ting4ha6	t i:4 N h a:6
ting4chaan2	t i:4 N ts a:2 n
ting4dai1	t i:4 N d 6j1
ting4jyu6	t i:4 N dz y:6
ting4m4ting4	t i:4 N m4 t i:4 N
ting4gung1	t i:4 N g u:1 N
ting4si5	t i:4 N s i:5
ting4gei1	t i:4 N g ej1
ting4ji2	t i:4 N dz i:2
ting4fo2	t i:4 N f O:2
ting4paai4	t i:4 N p a:j4
ting4din6	t i:4 N d i:6 n
ting4lau4	t i:4 N l 6w4
ting4faan1	t i:4 N f a:1 n
ting4fo3	t i:4 N f O:3
ting4choi3	t i:4 N ts O:j3
ting4che1	t i:4 N ts E:1
ting4che1wai2	t i:4 N ts E:1 w 6j2
ting4che1cheung4	t i:4 N ts E:1 ts 9:4 N
chiu2	ts iw2
gin6	g i:6 n
gin6jai2	g i:6 n dz 6j2
gin6tai2	g i:6 n t 6j2
gin6lik6bou2	g i:6 n l i:6 k b ow2
gin6m4gin6hong1	g i:6 n m4 g i:6 n h O:1 N
gin6jong3	g i:6 n dz O:3 N
gin6nei4	g i:6 n n ej4
gin6hong1	g i:6 n h O:1 N
gin6pei4	g i:6 n p ej4
gin6pei4tou5	g i:6 n p ej4 t ow5
gin6taam4	g i:6 n t a:4 m
gin6san1	g i:6 n s 61 n
au5yi5gaan1	6w5 j i:5 g a:1 n
au5yin4	6w5 j i:4 n
tau1	t 6w1
tau1ha2si1	t 6w1 h a:2 s i:1
tau1tau1	t 6w1 t 6w1
tau1m4dou3gai1	t 6w1 m4 d ow3 g 6j1
tau1gung1gaam2liu6	t 6w1 g u:1 N g a:2 m l iw6
tau1ching4	t 6w1 ts i:4 N
tau1laan5	t 6w1 l a:5 n
tau1siu3	t 6w1 s iw3
tau1choi3	t 6w1 ts O:j3
tau1ye5	t 6w1 j E:5
tau1gai1	t 6w1 g 6j1
lau4	l 6w4
seung4	s 9:4 N
fu6	f u:6
fu6suk1	f u:6 s u:1 k
fu6leut6ming4	f u:6 l 9:6 t m i:4 N
fu6mat6gun2	f u:6 m 66 t g u:2 n
bong6	b O:6 N
pong4maan5	p O:4 N m a:5 n
daai2juk6	d a:j2 dz u:6 k
chyu5	ts y:5
chyu5jik6	ts y:5 dz i:6 k
chyu5bei6	ts y:5 b ej6
chyu5mat6sat1	ts y:5 m 66 t s 61 t
chyu5hei2	ts y:5 h ej2
chyu5hei2san1	ts y:5 h ej2 s 61 n
chyu5chin2	ts y:5 ts i:2 n
cheui1	ts 9y1
cheui1dou3	ts 9y1 d ow3
cheui1dak1	ts 9y1 d 61 k
cheui1suk6jai1	ts 9y1 s u:6 k dz 6j1
cheui1min4	ts 9y1 m i:4 n
so4	s O:4
so4ha2	s O:4 h a:2
so4jai2	s O:4 dz 6j2
so4jai2lyun4	s O:4 dz 6j2 l y:4 n
so4lou2	s O:4 l ow2
so4so4	s O:4 s O:4
so4dou3sei2	s O:4 d ow3 s ej2
so4leui5	s O:4 l 9y5
so4mui6	s O:4 m u:j6
so4po4	s O:4 p O:4
so4keung5	s O:4 k 9:5 N
so4paak3	s O:4 p a:3 k
so4seui2	s O:4 s 9y2
so4jyu1	s O:4 dz y:1
so4maau1	s O:4 m a:w1
so4gwa1	s O:4 gw a:1
so4ye5	s O:4 j E:5
so4hai1	s O:4 h 6j1
so4hai1saam1	s O:4 h 6j1 s a:1 m
so4hai1chyun4	s O:4 h 6j1 ts y:4 n
so4hai1seun3	s O:4 h 6j1 s 9:3 n
king1	k i:1 N
leng1	l E:1 N
leng1jai2	l E:1 N dz 6j2
leng1mui1	l E:1 N m u:j1
geung1	g 9:1 N
geung1si1	g 9:1 N s i:1
geung1si1fuk6	g 9:1 N s i:1 f u:6 k
geung1aang6	g 9:1 N a:6 N
yi4tung4	j i:4 t u:4 N
yi4tung4jit3	j i:4 t u:4 N dz i:3 t
wan5heui2	w 65 n h 9y2
yun4	j y:4 n
yun4wa4	j y:4 n w a:4
yun4daan3	j y:4 n d a:3 n
yun4long5	j y:4 n l O:5 N
yun4chyun1	j y:4 n ts y:1 n
yun4sou3	j y:4 n s ow3
yun4yuk6	j y:4 n j y:6 k
hing1	h i:1 N
hing1dai6	h i:1 N d 6j6
chung1	ts u:1 N
chung1jik6	ts u:1 N dz i:6 k
chung1jik6ka1	ts u:1 N dz i:6 k k a:1
chung1sat6	ts u:1 N s 66 t
chung1sok3	ts u:1 N s O:3 k
chung1pui3	ts u:1 N p u:j3
chung1din6	ts u:1 N d i:6 n
chung1din6hei3	ts u:1 N d i:6 n h ej3
chung1din6wa2	ts u:1 N d i:6 n w a:2
chung1hyut3	ts u:1 N h y:3 t
chung1fai3	ts u:1 N f 6j3
chung1juk1	ts u:1 N dz u:1 k
chung1juk1ha2	ts u:1 N dz u:1 k h a:2
chung1chin2	ts u:1 N ts i:2 n
siu6	s iw6
siu6tau4	s iw6 t 6w4
sin1	s i:1 n
sin1ji1	s i:1 n dz i:1
sin1siu6	s i:1 n s iw6
sin1chin4	s i:1 n ts i:4 n
sin1tau4	s i:1 n t 6w4
sin1saang1	s i:1 n s a:1 N
sin1ji3	s i:1 n dz i:3
sin1faan1	s i:1 n f a:1 n
sin1jeun3	s i:1 n dz 9:3 n
sin1fung1	s i:1 n f u:1 N
sin1fung1deui6	s i:1 n f u:1 N d 9y6
gong1	g O:1 N
gwong1leung6	gw O:1 N l 9:6 N
gong1wa4siu2hok6	g O:1 N w a:4 s iw2 h O:6 k
gong1go1	g O:1 N g O:1
gong1daai6dei6chaan2	g O:1 N d a:j6 d ej6 ts a:2 n
gong1tau4	g O:1 N t 6w4
gong1tau4jai2	g O:1 N t 6w4 dz 6j2
gong1tau4fai1	g O:1 N t 6w4 f 6j1
gong1haau3ji6	g O:1 N h a:w3 dz i:6
gong1jung1yiu6jou2	g O:1 N dz u:1 N j iw6 dz ow2
gong1ming4	g O:1 N m i:4 N
gong1gwan3	g O:1 N gw 63 n
gong1gwan3jit3	g O:1 N gw 63 n dz i:3 t
gwong1pin3	gw O:1 N p i:3 n
gong1din6	g O:1 N d i:6 n
gong1pun4	g O:1 N p u:4 n
gong1dip2	g O:1 N d i:2 p
gong1gun2	g O:1 N g u:2 n
gong1sin3	g O:1 N s i:3 n
gong1laam6	g O:1 N l a:6 m
gwong1fai1	gw O:1 N f 6j1
gong1yam1	g O:1 N j 61 m
gong1yam1chi5jin3	g O:1 N j 61 m ts i:5 dz i:3 n
gwong1sin1	gw O:1 N s i:1 n
hak1	h 61 k
hak1saan1	h 61 k s a:1 n
min5	m i:5 n
min5tai4	m i:5 n t 6j4
min5yik6	m i:5 n j i:6 k
min5yik6lik6	m i:5 n j i:6 k l i:6 k
min5fai3	m i:5 n f 6j3
deui3	d 9y3
deui3wun6	d 9y3 w u:6 n
tou3	t ow3
tou3jai2	t ow3 dz 6j2
tou3leui5long4	t ow3 l 9y5 l O:4 N
tou3yuk6	t ow3 j y:6 k
dong2	d O:2 N
dong2dong2	d O:2 N d O:2 N
dong2chaam1	d O:2 N ts a:1 m
dong2yun4	d O:2 N j y:4 n
dong2haau6	d O:2 N h a:w6
dau1	d 6w1
dau1ha2	d 6w1 h a:2
dau1ha2hyun1	d 6w1 h a:2 h y:1 n
dau1dau1jyun2jyun2	d 6w1 d 6w1 dz y:2 n dz y:2 n
dau1heui3	d 6w1 h 9y3
dau1lai4dau1heui3	d 6w1 l 6j4 d 6w1 h 9y3
dau1maai4	d 6w1 m a:j4
dau1faan1	d 6w1 f a:1 n
dau1lou6	d 6w1 l ow6
yap6	j 66 p
yap6fo2	j 66 p f O:2
yap6wui2	j 66 p w u:j2
yap6jyu6	j 66 p dz y:6
yap6cham1	j 66 p ts 61 m
yap6dong2	j 66 p d O:2 N
yap6dou3	j 66 p d ow3
yap6dou3heui3	j 66 p d ow3 h 9y3
yap6chong2	j 66 p ts O:2 N
yap6heui3	j 66 p h 9y3
yap6hau2	j 66 p h 6w2
yap6m4	j 66 p m4
yap6m4yap6	j 66 p m4 j 66 p
yap6m4yap6heui3	j 66 p m4 j 66 p h 9y3
yap6m4dou3	j 66 p m4 d ow3
yap6lai4	j 66 p l 6j4
yap6cheung4	j 66 p ts 9:4 N
yap6cheung4gyun3	j 66 p ts 9:4 N g y:3 n
yap6cheung4fai3	j 66 p ts 9:4 N f 6j3
yap6maai4	j 66 p m a:j4
yap6ging2	j 66 p g i:2 N
yap6hok6	j 66 p h O:6 k
yap6sat1	j 66 p s 61 t
yap6uk1	j 66 p u:1 k
yap6jo2heui3	j 66 p dz O:2 h 9y3
yap6jo2lai4	j 66 p dz O:2 l 6j4
yap6jo2gu2	j 66 p dz O:2 g u:2
yap6jo2yun4	j 66 p dz O:2 j y:4 n
yap6si5	j 66 p s i:5
yap6dak1	j 66 p d 61 k
yap6wu6	j 66 p w u:6
yap6lei4	j 66 p l ej4
yap6jik1	j 66 p dz i:1 k
yap6gu2	j 66 p g u:2
yap6fo3	j 66 p f O:3
yap6bin1	j 66 p b i:1 n
yap6go3heui3	j 66 p g O:3 h 9y3
yap6faan2heui3	j 66 p f a:2 n h 9y3
yap6chin4	j 66 p ts i:4 n
yap6yun2	j 66 p j y:2 n
yap6min6	j 66 p m i:6 n
loi6	l O:j6
loi6seung1	l O:j6 s 9:1 N
noi6chyun4	n O:j6 ts y:4 n
loi1yung4	l O:j1 j y:4 N
chyun4	ts y:4 n
chyun4sai3gaai3	ts y:4 n s 6j3 g a:j3
chyun4tai2	ts y:4 n t 6j2
chyun4kan4	ts y:4 n k 64 n
chyun4baau1	ts y:4 n b a:w1
chyun4go1	ts y:4 n g O:1
chyun4gok3	ts y:4 n g O:3 k
chyun4cheung4	ts y:4 n ts 9:4 N
chyun4tou3	ts y:4 n t ow3
chyun4ga1	ts y:4 n g a:1
chyun4ga1yan4	ts y:4 n g a:1 j 64 n
chyun4ga1tung2	ts y:4 n g a:1 t u:2 N
chyun4tok3	ts y:4 n t O:3 k
chyun4yat6	ts y:4 n j 66 t
chyun4haau6	ts y:4 n h a:w6
chyun4man4	ts y:4 n m 64 n
chyun4baan1	ts y:4 n b a:1 n
chyun4kau4	ts y:4 n k 6w4
chyun4seung3	ts y:4 n s 9:3 N
chyun4ching4	ts y:4 n ts i:4 N
chyun4jik1	ts y:4 n dz i:1 k
chyun4fong1	ts y:4 n f O:1 N
chyun4san1	ts y:4 n s 61 n
chyun4bou6	ts y:4 n b ow6
chyun4kaau3	ts y:4 n k a:w3
baat3	b a:3 t
baat3ji1	b a:3 t dz i:1
baat3maan6	b a:3 t m a:6 n
baat3gau2	b a:3 t g 6w2
baat3sap6	b a:3 t s 66 p
baat3a6maan6	b a:3 t a:6 m a:6 n
baat3a6saam1	b a:3 t a:6 s a:1 m
baat3a6gau2	b a:3 t a:6 g 6w2
baat3a6m5	b a:3 t a:6 m5
baat3a6baat3	b a:3 t a:6 b a:3 t
baat3a6sei3	b a:3 t a:6 s ej3
